Sector,Entidad,Tipo de gasto,Régimen de contratación,Tipología específica,Contratistas,Valor total reportado
Movilidad,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial - UAERMV,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),41,$ 1267910490
Movilidad,Unidad Administrativa Especial de Rehabilitación y Mantenimiento Vial - UAERMV,Inversión,Ley 80,Servicios Profesionales,312,$ 17745584105
Mujeres,Secretaría Distrital de la Mujer,Funcionamiento,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),5,$ 148512213
Mujeres,Secretaría Distrital de la Mujer,Funcionamiento,Ley 80,Servicios Profesionales,9,$ 664414730
Mujeres,Secretaría Distrital de la Mujer,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),70,$ 2155659792
Mujeres,Secretaría Distrital de la Mujer,Inversión,Ley 80,Servicios Profesionales,868,$ 56086971796
Planeación,Secretaría Distrital de Planeación,Funcionamiento,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),9,$ 296298180
Planeación,Secretaría Distrital de Planeación,Funcionamiento,Ley 80,Servicios Profesionales,17,$ 1413045325
Planeación,Secretaría Distrital de Planeación,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),36,$ 980744364
Planeación,Secretaría Distrital de Planeación,Inversión,Ley 80,Servicios Profesionales,432,$ 36818218946
Salud,Secretaría Distrital De Salud,Funcionamiento,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),34,$ 1175506236
Salud,Secretaría Distrital De Salud,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),372,$ 7735946275
Salud,Secretaría Distrital De Salud,Inversión,Ley 80,Servicios Profesionales,1325,$ 63689436488
Salud,Secretaría Distrital De Salud,Otro,Ley 80,Servicios Profesionales,3,$ 55806375
Salud,Subred Integrada de Servicios de Salud Centro Oriente E.S.E.,Funcionamiento,Privado,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),638,$ 20691800568
Salud,Subred Integrada de Servicios de Salud Centro Oriente E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,3992,$ 169295936204
Salud,Subred Integrada de Servicios de Salud Norte E.S.E.,Funcionamiento,Privado,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),720,$ 16335307758
Salud,Subred Integrada de Servicios de Salud Norte E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,4503,$ 126990846263
Salud,Subred Integrada de Servicios de Salud Sur E.S.E.,Funcionamiento,Privado,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),831,$ 24350614305
Salud,Subred Integrada de Servicios de Salud Sur E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,3819,$ 136983913347
Salud,Subred Integrada de Servicios de Salud Sur Occidente E.S.E.,Funcionamiento,Privado,Otros Servicios,5,$ 1818000000
Salud,Subred Integrada de Servicios de Salud Sur Occidente E.S.E.,Funcionamiento,Privado,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),718,$ 20633414216
Salud,Subred Integrada de Servicios de Salud Sur Occidente E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,4214,$ 141060192849
Seguridad Convivencia y Justicia,Secretaría Distrital de Seguridad Convivencia y Justicia,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),799,$ 25733597469
Seguridad Convivencia y Justicia,Secretaría Distrital de Seguridad Convivencia y Justicia,Inversión,Ley 80,Servicios Profesionales,1135,$ 77091367224
Seguridad Convivencia y Justicia,Unidad Administrativa Especial Cuerpo Oficial De Bomberos - UAECOB,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),144,$ 4295135041
Seguridad Convivencia y Justicia,Unidad Administrativa Especial Cuerpo Oficial De Bomberos - UAECOB,Inversión,Ley 80,Servicios Profesionales,309,$ 17540631637
