Sector,Entidad,Tipo de gasto,Régimen de contratación,Tipología específica,Contratistas,Valor total reportado
Salud,Subred Integrada de Servicios de Salud Norte E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,4102,$ 73488270465
Salud,Subred Integrada de Servicios de Salud Sur E.S.E.,Funcionamiento,Privado,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),835,$ 17721929268
Salud,Subred Integrada de Servicios de Salud Sur E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,3619,$ 120205242912
Salud,Subred Integrada de Servicios de Salud Sur Occidente E.S.E.,Funcionamiento,Privado,Otros Servicios,6,$ 1551220827
Salud,Subred Integrada de Servicios de Salud Sur Occidente E.S.E.,Funcionamiento,Privado,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),730,$ 8484296668
Salud,Subred Integrada de Servicios de Salud Sur Occidente E.S.E.,Funcionamiento,Privado,Servicios Asistenciales de Salud,4036,$ 83882375946
Seguridad Convivencia y Justicia,Secretaría Distrital de Seguridad Convivencia y Justicia,Funcionamiento,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),4,$ 46685200
Seguridad Convivencia y Justicia,Secretaría Distrital de Seguridad Convivencia y Justicia,Funcionamiento,Ley 80,Servicios Profesionales,5,$ 156000000
Seguridad Convivencia y Justicia,Secretaría Distrital de Seguridad Convivencia y Justicia,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),285,$ 9468704748
Seguridad Convivencia y Justicia,Secretaría Distrital de Seguridad Convivencia y Justicia,Inversión,Ley 80,Servicios Profesionales,622,$ 50077889398
Seguridad Convivencia y Justicia,Unidad Administrativa Especial Cuerpo Oficial De Bomberos - UAECOB,Inversión,Ley 80,Servicios Apoyo a la Gestion de la Entidad (servicios administrativos),91,$ 2670557043
Seguridad Convivencia y Justicia,Unidad Administrativa Especial Cuerpo Oficial De Bomberos - UAECOB,Inversión,Ley 80,Servicios Profesionales,226,$ 12841168964
