OBJECTID *;ESTADO_SUPERFICIAL;FECHA_ESTADO;CalCodigo *
6491;SATISFACTORIO;31/12/2024;323138
6492;SATISFACTORIO;31/12/2024;177879
6493;BUENO;31/12/2024;291215
6494;SATISFACTORIO;31/12/2024;324231
6495;SATISFACTORIO;31/12/2024;153875
6496;BUENO;31/12/2024;420436
6497;BUENO;31/12/2024;450483
6498;BUENO;31/12/2024;440633
6499;BUENO;31/12/2024;208617
6500;GRAVE;31/12/2024;296511
6501;BUENO;31/12/2024;441482
6502;GRAVE;31/12/2024;91023443
6503;SATISFACTORIO;31/12/2024;464962
6504;BUENO;31/12/2024;155044
6505;SATISFACTORIO;31/12/2024;523105
6506;GRAVE;31/12/2024;156013
6507;BUENO;31/12/2024;174197
6508;BUENO;31/12/2024;368154
6509;BUENO;31/12/2024;299954
6510;JUSTO;31/12/2024;362391
6511;BUENO;31/12/2024;421312
6512;JUSTO;31/12/2024;173505
6513;GRAVE;31/12/2024;91020727
6514;SATISFACTORIO;31/12/2024;320616
6515;SATISFACTORIO;31/12/2024;386634
6516;BUENO;31/12/2024;382826
6517;BUENO;31/12/2024;152865
6518;JUSTO;31/12/2024;360014
6519;JUSTO;31/12/2024;174696
6520;SATISFACTORIO;31/12/2024;146100
6521;SATISFACTORIO;31/12/2024;363411
6522;BUENO;31/12/2024;351776
6523;SATISFACTORIO;31/12/2024;147547
6524;BUENO;31/12/2024;461142
6525;SATISFACTORIO;31/12/2024;387215
6526;GRAVE;31/12/2024;809500
6527;BUENO;31/12/2024;207747
6528;SATISFACTORIO;31/12/2024;174351
6529;SATISFACTORIO;31/12/2024;148587
6530;BUENO;31/12/2024;447478
6531;BUENO;31/12/2024;813142
6532;SATISFACTORIO;31/12/2024;149958
6533;GRAVE;31/12/2024;300008
6534;BUENO;31/12/2024;91015132
6535;SATISFACTORIO;31/12/2024;91014172
6536;GRAVE;31/12/2024;480046
6537;SATISFACTORIO;31/12/2024;176133
6538;SATISFACTORIO;31/12/2024;418737
6539;BUENO;31/12/2024;380164
6540;SATISFACTORIO;31/12/2024;384224
6541;SATISFACTORIO;31/12/2024;360847
6542;POBRE;31/12/2024;91014224
6543;BUENO;31/12/2024;203422
6544;BUENO;31/12/2024;149232
6545;SATISFACTORIO;31/12/2024;459636
6546;9;31/12/2024;156042
6547;POBRE;31/12/2024;357828
6548;BUENO;31/12/2024;419632
6549;BUENO;31/12/2024;24124301
6550;BUENO;31/12/2024;416027
6551;BUENO;31/12/2024;418895
6552;SATISFACTORIO;31/12/2024;388316
6553;SATISFACTORIO;31/12/2024;369261
6554;SATISFACTORIO;31/12/2024;178925
6555;SATISFACTORIO;31/12/2024;154644
6556;BUENO;31/12/2024;188681
6557;SATISFACTORIO;31/12/2024;360805
6558;JUSTO;31/12/2024;303944
6559;SATISFACTORIO;31/12/2024;177742
6560;BUENO;31/12/2024;209693
6561;SATISFACTORIO;31/12/2024;364779
6562;BUENO;31/12/2024;170256
6563;SATISFACTORIO;31/12/2024;183733
6564;BUENO;31/12/2024;521054
6565;SATISFACTORIO;31/12/2024;175934
6566;SATISFACTORIO;31/12/2024;382105
6567;BUENO;31/12/2024;155353
6568;SATISFACTORIO;31/12/2024;147897
6569;SATISFACTORIO;31/12/2024;155952
6570;BUENO;31/12/2024;148357
6571;BUENO;31/12/2024;91023854
6572;BUENO;31/12/2024;421821
6573;SATISFACTORIO;31/12/2024;146899
6574;SATISFACTORIO;31/12/2024;166251
6575;BUENO;31/12/2024;165114
6576;GRAVE;31/12/2024;368733
6577;MUY POBRE;31/12/2024;489564
6578;SATISFACTORIO;31/12/2024;176110
6579;GRAVE;31/12/2024;380417
6580;BUENO;31/12/2024;300293
6581;BUENO;31/12/2024;298421
6582;JUSTO;31/12/2024;445385
6583;SATISFACTORIO;31/12/2024;365527
6584;BUENO;31/12/2024;170936
6585;BUENO;31/12/2024;448083
6586;BUENO;31/12/2024;471723
6587;BUENO;31/12/2024;290286
6588;BUENO;31/12/2024;171410
6589;BUENO;31/12/2024;446566
6590;BUENO;31/12/2024;153603
6591;SATISFACTORIO;31/12/2024;137082
6592;SATISFACTORIO;31/12/2024;161064
6593;BUENO;31/12/2024;350786
6594;SATISFACTORIO;31/12/2024;415039
6595;SATISFACTORIO;31/12/2024;137894
6596;BUENO;31/12/2024;154828
6597;SATISFACTORIO;31/12/2024;353881
6598;SATISFACTORIO;31/12/2024;146827
6599;BUENO;31/12/2024;153388
6600;SATISFACTORIO;31/12/2024;181385
6601;BUENO;31/12/2024;461262
6602;BUENO;31/12/2024;143689
6603;BUENO;31/12/2024;480877
6604;SATISFACTORIO;31/12/2024;91019246
6605;GRAVE;31/12/2024;368715
6606;BUENO;31/12/2024;449696
6607;SATISFACTORIO;31/12/2024;147937
6608;SATISFACTORIO;31/12/2024;137645
6609;SATISFACTORIO;31/12/2024;175471
6610;SATISFACTORIO;31/12/2024;146643
6611;GRAVE;31/12/2024;458389
6612;SATISFACTORIO;31/12/2024;361866
6613;JUSTO;31/12/2024;304784
6614;SATISFACTORIO;31/12/2024;149725
6615;BUENO;31/12/2024;214163
6616;GRAVE;31/12/2024;812466
6617;SATISFACTORIO;31/12/2024;141287
6618;SATISFACTORIO;31/12/2024;293738
6619;BUENO;31/12/2024;534249
6620;BUENO;31/12/2024;170934
6621;GRAVE;31/12/2024;91021745
6622;SATISFACTORIO;31/12/2024;91023336
6623;JUSTO;31/12/2024;358572
6624;SATISFACTORIO;31/12/2024;471503
6625;SATISFACTORIO;31/12/2024;153820
6626;SATISFACTORIO;31/12/2024;181776
6627;SATISFACTORIO;31/12/2024;187250
6628;SATISFACTORIO;31/12/2024;510561
6629;BUENO;31/12/2024;456756
6630;BUENO;31/12/2024;418668
6631;SATISFACTORIO;31/12/2024;356889
6632;SATISFACTORIO;31/12/2024;387094
6633;SATISFACTORIO;31/12/2024;148301
6634;SATISFACTORIO;31/12/2024;145973
6635;SATISFACTORIO;31/12/2024;157761
6636;SATISFACTORIO;31/12/2024;441256
6637;SATISFACTORIO;31/12/2024;362214
6638;JUSTO;31/12/2024;460812
6639;BUENO;31/12/2024;189860
6640;SATISFACTORIO;31/12/2024;188467
6641;BUENO;31/12/2024;203712
6642;GRAVE;31/12/2024;800533
6643;SATISFACTORIO;31/12/2024;157465
6644;BUENO;31/12/2024;165184
6645;SATISFACTORIO;31/12/2024;321743
6646;SATISFACTORIO;31/12/2024;179524
6647;SATISFACTORIO;31/12/2024;513090
6648;SATISFACTORIO;31/12/2024;186555
6649;SATISFACTORIO;31/12/2024;91024717
6650;BUENO;31/12/2024;152043
6651;BUENO;31/12/2024;176189
6652;SATISFACTORIO;31/12/2024;142107
6653;GRAVE;31/12/2024;363683
6654;SATISFACTORIO;31/12/2024;154143
6655;GRAVE;31/12/2024;816459
6656;JUSTO;31/12/2024;155105
6657;SATISFACTORIO;31/12/2024;91011577
6658;SATISFACTORIO;31/12/2024;352451
6659;SATISFACTORIO;31/12/2024;370385
6660;SATISFACTORIO;31/12/2024;534224
6661;BUENO;31/12/2024;414977
6662;BUENO;31/12/2024;424360
6663;SATISFACTORIO;31/12/2024;91011485
6664;SATISFACTORIO;31/12/2024;147398
6665;SATISFACTORIO;31/12/2024;91013135
6666;SATISFACTORIO;31/12/2024;152931
6667;JUSTO;31/12/2024;456325
6668;SATISFACTORIO;31/12/2024;441788
6669;BUENO;31/12/2024;154760
6670;SATISFACTORIO;31/12/2024;137192
6671;BUENO;31/12/2024;422922
6672;SATISFACTORIO;31/12/2024;173285
6673;SATISFACTORIO;31/12/2024;353473
6674;GRAVE;31/12/2024;479434
6675;GRAVE;31/12/2024;305585
6676;SATISFACTORIO;31/12/2024;173275
6677;GRAVE;31/12/2024;293889
6678;SATISFACTORIO;31/12/2024;471879
6679;SATISFACTORIO;31/12/2024;304046
6680;SATISFACTORIO;31/12/2024;159717
6681;SATISFACTORIO;31/12/2024;91023422
6682;BUENO;31/12/2024;809668
6683;SATISFACTORIO;31/12/2024;441410
6684;BUENO;31/12/2024;154439
6685;BUENO;31/12/2024;91015924
6686;BUENO;31/12/2024;170510
6687;GRAVE;31/12/2024;463150
6688;SATISFACTORIO;31/12/2024;802116
6689;BUENO;31/12/2024;458032
6690;BUENO;31/12/2024;352735
6691;GRAVE;31/12/2024;153106
6692;SATISFACTORIO;31/12/2024;460329
6693;SATISFACTORIO;31/12/2024;147027
6694;SATISFACTORIO;31/12/2024;442450
6695;SATISFACTORIO;31/12/2024;174706
6696;BUENO;31/12/2024;423126
6697;SATISFACTORIO;31/12/2024;91013626
6698;GRAVE;31/12/2024;91023559
6699;SATISFACTORIO;31/12/2024;472335
6700;BUENO;31/12/2024;142561
6701;SATISFACTORIO;31/12/2024;184100
6702;GRAVE;31/12/2024;381010
6703;BUENO;31/12/2024;91014541
6704;SATISFACTORIO;31/12/2024;534132
6705;BUENO;31/12/2024;457538
6706;SATISFACTORIO;31/12/2024;514498
6707;BUENO;31/12/2024;168020
6708;SATISFACTORIO;31/12/2024;154913
6709;SATISFACTORIO;31/12/2024;388360
6710;JUSTO;31/12/2024;370448
6711;BUENO;31/12/2024;447676
6712;BUENO;31/12/2024;415317
6713;SATISFACTORIO;31/12/2024;165235
6714;SATISFACTORIO;31/12/2024;161327
6715;SATISFACTORIO;31/12/2024;351851
6716;SATISFACTORIO;31/12/2024;156191
6717;BUENO;31/12/2024;462632
6718;GRAVE;31/12/2024;304613
6719;BUENO;31/12/2024;441753
6720;SATISFACTORIO;31/12/2024;91021191
6721;BUENO;31/12/2024;207516
6722;SATISFACTORIO;31/12/2024;524476
6723;BUENO;31/12/2024;207009
6724;BUENO;31/12/2024;356925
6725;SATISFACTORIO;31/12/2024;91016915
6726;SATISFACTORIO;31/12/2024;162013
6727;GRAVE;31/12/2024;306224
6728;GRAVE;31/12/2024;306299
6729;SATISFACTORIO;31/12/2024;322295
6730;BUENO;31/12/2024;324198
6731;SATISFACTORIO;31/12/2024;352031
6732;SATISFACTORIO;31/12/2024;353557
6733;BUENO;31/12/2024;382663
6734;BUENO;31/12/2024;152307
6735;BUENO;31/12/2024;440403
6736;GRAVE;31/12/2024;306251
6737;SATISFACTORIO;31/12/2024;386864
6738;BUENO;31/12/2024;450638
6739;SATISFACTORIO;31/12/2024;186072
6740;SATISFACTORIO;31/12/2024;354427
6741;BUENO;31/12/2024;364370
6742;BUENO;31/12/2024;91015511
6743;SATISFACTORIO;31/12/2024;479839
6744;GRAVE;31/12/2024;213194
6745;BUENO;31/12/2024;292619
6746;BUENO;31/12/2024;91023871
6747;BUENO;31/12/2024;91015266
6748;SATISFACTORIO;31/12/2024;212301
6749;SATISFACTORIO;31/12/2024;458637
6750;BUENO;31/12/2024;149267
6751;SATISFACTORIO;31/12/2024;147234
6752;SATISFACTORIO;31/12/2024;421253
6753;SATISFACTORIO;31/12/2024;91020816
6754;JUSTO;31/12/2024;445320
6755;JUSTO;31/12/2024;445956
6756;BUENO;31/12/2024;169759
6757;SATISFACTORIO;31/12/2024;361596
6758;SATISFACTORIO;31/12/2024;168649
6759;GRAVE;31/12/2024;300224
6760;SATISFACTORIO;31/12/2024;143498
6761;SATISFACTORIO;31/12/2024;176066
6762;JUSTO;31/12/2024;152801
6763;SATISFACTORIO;31/12/2024;485390
6764;SATISFACTORIO;31/12/2024;139319
6765;BUENO;31/12/2024;205791
6766;BUENO;31/12/2024;460617
6767;SATISFACTORIO;31/12/2024;300431
6768;SATISFACTORIO;31/12/2024;151976
6769;SATISFACTORIO;31/12/2024;152813
6770;SATISFACTORIO;31/12/2024;149395
6771;SATISFACTORIO;31/12/2024;179780
6772;GRAVE;31/12/2024;356787
6773;SATISFACTORIO;31/12/2024;150331
6774;BUENO;31/12/2024;804915
6775;BUENO;31/12/2024;356727
6776;JUSTO;31/12/2024;175072
6777;SATISFACTORIO;31/12/2024;463297
6778;GRAVE;31/12/2024;450662
6779;BUENO;31/12/2024;480875
6780;SATISFACTORIO;31/12/2024;350421
6781;BUENO;31/12/2024;295101
6782;JUSTO;31/12/2024;152876
6783;BUENO;31/12/2024;418548
6784;BUENO;31/12/2024;173391
6785;SATISFACTORIO;31/12/2024;366304
6786;BUENO;31/12/2024;364571
6787;SATISFACTORIO;31/12/2024;145571
6788;BUENO;31/12/2024;294717
6789;SATISFACTORIO;31/12/2024;203225
6790;SATISFACTORIO;31/12/2024;175352
6791;SATISFACTORIO;31/12/2024;151543
6792;BUENO;31/12/2024;321266
6793;GRAVE;31/12/2024;152712
6794;GRAVE;31/12/2024;174978
6795;SATISFACTORIO;31/12/2024;158060
6796;BUENO;31/12/2024;91014213
6797;SATISFACTORIO;31/12/2024;168949
6798;SATISFACTORIO;31/12/2024;171451
6799;SATISFACTORIO;31/12/2024;176063
6800;GRAVE;31/12/2024;297343
6801;SATISFACTORIO;31/12/2024;139025
6802;BUENO;31/12/2024;151306
6803;SATISFACTORIO;31/12/2024;150863
6804;JUSTO;31/12/2024;460242
6805;BUENO;31/12/2024;172534
6806;BUENO;31/12/2024;447090
6807;SATISFACTORIO;31/12/2024;172037
6808;SATISFACTORIO;31/12/2024;147433
6809;GRAVE;31/12/2024;302321
6810;SATISFACTORIO;31/12/2024;146820
6811;GRAVE;31/12/2024;155181
6812;SATISFACTORIO;31/12/2024;186854
6813;SATISFACTORIO;31/12/2024;158790
6814;BUENO;31/12/2024;384396
6815;GRAVE;31/12/2024;385651
6816;BUENO;31/12/2024;214199
6817;BUENO;31/12/2024;171412
6818;SATISFACTORIO;31/12/2024;384126
6819;BUENO;31/12/2024;91023748
6820;SATISFACTORIO;31/12/2024;189704
6821;BUENO;31/12/2024;169423
6822;BUENO;31/12/2024;150636
6823;8;31/12/2024;175396
6824;SATISFACTORIO;31/12/2024;176397
6825;SATISFACTORIO;31/12/2024;300221
6826;BUENO;31/12/2024;153257
6827;SATISFACTORIO;31/12/2024;183566
6828;GRAVE;31/12/2024;471277
6829;BUENO;31/12/2024;420448
6830;SATISFACTORIO;31/12/2024;414745
6831;BUENO;31/12/2024;417188
6832;BUENO;31/12/2024;451703
6833;SATISFACTORIO;31/12/2024;137424
6834;SATISFACTORIO;31/12/2024;149697
6835;SATISFACTORIO;31/12/2024;181876
6836;GRAVE;31/12/2024;91019595
6837;SATISFACTORIO;31/12/2024;444061
6838;SATISFACTORIO;31/12/2024;440429
6839;SATISFACTORIO;31/12/2024;901982
6840;BUENO;31/12/2024;171818
6841;SATISFACTORIO;31/12/2024;534290
6842;SATISFACTORIO;31/12/2024;187051
6843;GRAVE;31/12/2024;91010299
6844;SATISFACTORIO;31/12/2024;174738
6845;SATISFACTORIO;31/12/2024;138973
6846;BUENO;31/12/2024;900315
6847;8;31/12/2024;91031086
6848;BUENO;31/12/2024;472476
6849;SATISFACTORIO;31/12/2024;147901
6850;BUENO;31/12/2024;384087
6851;SATISFACTORIO;31/12/2024;173975
6852;BUENO;31/12/2024;91015603
6853;SATISFACTORIO;31/12/2024;146261
6854;GRAVE;31/12/2024;476861
6855;SATISFACTORIO;31/12/2024;172339
6856;GRAVE;31/12/2024;478776
6857;SATISFACTORIO;31/12/2024;163841
6858;SATISFACTORIO;31/12/2024;173356
6859;BUENO;31/12/2024;149921
6860;BUENO;31/12/2024;211731
6861;BUENO;31/12/2024;320937
6862;SATISFACTORIO;31/12/2024;91014108
6863;SATISFACTORIO;31/12/2024;148296
6864;SATISFACTORIO;31/12/2024;421226
6865;GRAVE;31/12/2024;156198
6866;BUENO;31/12/2024;463240
6867;BUENO;31/12/2024;298568
6868;BUENO;31/12/2024;147040
6869;SATISFACTORIO;31/12/2024;187278
6870;SATISFACTORIO;31/12/2024;150139
6871;SATISFACTORIO;31/12/2024;453791
6872;SATISFACTORIO;31/12/2024;529732
6873;BUENO;31/12/2024;369483
6874;SATISFACTORIO;31/12/2024;513068
6875;SATISFACTORIO;31/12/2024;152284
6876;BUENO;31/12/2024;481648
6877;JUSTO;31/12/2024;443616
6878;GRAVE;31/12/2024;380749
6879;BUENO;31/12/2024;170333
6880;BUENO;31/12/2024;448349
6881;SATISFACTORIO;31/12/2024;419740
6882;BUENO;31/12/2024;148861
6883;GRAVE;31/12/2024;152740
6884;SATISFACTORIO;31/12/2024;91022139
6885;SATISFACTORIO;31/12/2024;163114
6886;BUENO;31/12/2024;154985
6887;SATISFACTORIO;31/12/2024;353410
6888;SATISFACTORIO;31/12/2024;368884
6889;SATISFACTORIO;31/12/2024;146314
6890;GRAVE;31/12/2024;91013489
6891;SATISFACTORIO;31/12/2024;181506
6892;SATISFACTORIO;31/12/2024;174756
6893;SATISFACTORIO;31/12/2024;472374
6894;SATISFACTORIO;31/12/2024;142917
6895;JUSTO;31/12/2024;176383
6896;BUENO;31/12/2024;171226
6897;GRAVE;31/12/2024;300275
6898;SATISFACTORIO;31/12/2024;298137
6899;BUENO;31/12/2024;362961
6900;BUENO;31/12/2024;91017249
6901;SATISFACTORIO;31/12/2024;180197
6902;BUENO;31/12/2024;299268
6903;SATISFACTORIO;31/12/2024;351059
6904;SATISFACTORIO;31/12/2024;159463
6905;BUENO;31/12/2024;414971
6906;BUENO;31/12/2024;462144
6907;SATISFACTORIO;31/12/2024;174872
6908;SATISFACTORIO;31/12/2024;322919
6909;SATISFACTORIO;31/12/2024;209131
6910;GRAVE;31/12/2024;809525
6911;SATISFACTORIO;31/12/2024;165616
6912;BUENO;31/12/2024;141204
6913;SATISFACTORIO;31/12/2024;446506
6914;JUSTO;31/12/2024;152761
6915;BUENO;31/12/2024;461325
6916;SATISFACTORIO;31/12/2024;447896
6917;SATISFACTORIO;31/12/2024;534275
6918;BUENO;31/12/2024;382849
6919;BUENO;31/12/2024;451153
6920;SATISFACTORIO;31/12/2024;353113
6921;SATISFACTORIO;31/12/2024;415232
6922;SATISFACTORIO;31/12/2024;441767
6923;SATISFACTORIO;31/12/2024;440710
6924;SATISFACTORIO;31/12/2024;91019247
6925;SATISFACTORIO;31/12/2024;413650
6926;BUENO;31/12/2024;362367
6927;BUENO;31/12/2024;208326
6928;SATISFACTORIO;31/12/2024;292240
6929;BUENO;31/12/2024;91014646
6930;BUENO;31/12/2024;451724
6931;SATISFACTORIO;31/12/2024;507435
6932;BUENO;31/12/2024;213491
6933;BUENO;31/12/2024;820540
6934;SATISFACTORIO;31/12/2024;181778
6935;BUENO;31/12/2024;369837
6936;SATISFACTORIO;31/12/2024;146455
6937;GRAVE;31/12/2024;358011
6938;SATISFACTORIO;31/12/2024;138086
6939;SATISFACTORIO;31/12/2024;167637
6940;BUENO;31/12/2024;203859
6941;GRAVE;31/12/2024;448521
6942;SATISFACTORIO;31/12/2024;321530
6943;BUENO;31/12/2024;369237
6944;BUENO;31/12/2024;292864
6945;SATISFACTORIO;31/12/2024;91020515
6946;SATISFACTORIO;31/12/2024;175574
6947;SATISFACTORIO;31/12/2024;91019228
6948;SATISFACTORIO;31/12/2024;600118
6949;SATISFACTORIO;31/12/2024;161569
6950;SATISFACTORIO;31/12/2024;154497
6951;BUENO;31/12/2024;172432
6952;SATISFACTORIO;31/12/2024;91012623
6953;SATISFACTORIO;31/12/2024;351932
6954;SATISFACTORIO;31/12/2024;187076
6955;SATISFACTORIO;31/12/2024;186600
6956;GRAVE;31/12/2024;809493
6957;SATISFACTORIO;31/12/2024;212276
6958;GRAVE;31/12/2024;817840
6959;BUENO;31/12/2024;451096
6960;BUENO;31/12/2024;147064
6961;SATISFACTORIO;31/12/2024;157264
6962;SATISFACTORIO;31/12/2024;364600
6963;SATISFACTORIO;31/12/2024;152313
6964;BUENO;31/12/2024;154779
6965;SATISFACTORIO;31/12/2024;414204
6966;SATISFACTORIO;31/12/2024;363571
6967;GRAVE;31/12/2024;816596
6968;SATISFACTORIO;31/12/2024;165589
6969;SATISFACTORIO;31/12/2024;472296
6970;GRAVE;31/12/2024;176054
6971;SATISFACTORIO;31/12/2024;167033
6972;SATISFACTORIO;31/12/2024;820885
6973;SATISFACTORIO;31/12/2024;367035
6974;GRAVE;31/12/2024;91019592
6975;GRAVE;31/12/2024;153115
6976;SATISFACTORIO;31/12/2024;161450
6977;BUENO;31/12/2024;303845
6978;SATISFACTORIO;31/12/2024;362846
6979;GRAVE;31/12/2024;175167
6980;JUSTO;31/12/2024;177531
6981;BUENO;31/12/2024;460611
6982;SATISFACTORIO;31/12/2024;140748
6983;SATISFACTORIO;31/12/2024;186802
6984;SATISFACTORIO;31/12/2024;174822
6985;SATISFACTORIO;31/12/2024;91018545
6986;SATISFACTORIO;31/12/2024;485182
6987;SATISFACTORIO;31/12/2024;174974
6988;SATISFACTORIO;31/12/2024;174261
6989;BUENO;31/12/2024;212597
6990;SATISFACTORIO;31/12/2024;351124
6991;BUENO;31/12/2024;306254
6992;BUENO;31/12/2024;154605
6993;BUENO;31/12/2024;212475
6994;BUENO;31/12/2024;154441
6995;SATISFACTORIO;31/12/2024;91013472
6996;SATISFACTORIO;31/12/2024;173400
6997;SATISFACTORIO;31/12/2024;139098
6998;GRAVE;31/12/2024;804358
6999;BUENO;31/12/2024;353233
7000;SATISFACTORIO;31/12/2024;601705
7001;SATISFACTORIO;31/12/2024;154052
7002;SATISFACTORIO;31/12/2024;137219
7003;BUENO;31/12/2024;299215
7004;BUENO;31/12/2024;820003
7005;SATISFACTORIO;31/12/2024;154657
7006;GRAVE;31/12/2024;152663
7007;BUENO;31/12/2024;352972
7008;BUENO;31/12/2024;365241
7009;SATISFACTORIO;31/12/2024;187658
7010;BUENO;31/12/2024;417720
7011;SATISFACTORIO;31/12/2024;149750
7012;BUENO;31/12/2024;151136
7013;SATISFACTORIO;31/12/2024;175794
7014;BUENO;31/12/2024;171599
7015;SATISFACTORIO;31/12/2024;163770
7016;BUENO;31/12/2024;172719
7017;SATISFACTORIO;31/12/2024;153709
7018;BUENO;31/12/2024;174418
7019;SATISFACTORIO;31/12/2024;384907
7020;SATISFACTORIO;31/12/2024;91012530
7021;BUENO;31/12/2024;91018010
7022;SATISFACTORIO;31/12/2024;387539
7023;GRAVE;31/12/2024;812412
7024;BUENO;31/12/2024;204336
7025;BUENO;31/12/2024;141370
7026;GRAVE;31/12/2024;293477
7027;BUENO;31/12/2024;169764
7028;BUENO;31/12/2024;204528
7029;JUSTO;31/12/2024;91010235
7030;BUENO;31/12/2024;24124228
7031;JUSTO;31/12/2024;529844
7032;BUENO;31/12/2024;382119
7033;SATISFACTORIO;31/12/2024;187804
7034;SATISFACTORIO;31/12/2024;142269
7035;BUENO;31/12/2024;154619
7036;SATISFACTORIO;31/12/2024;175905
7037;GRAVE;31/12/2024;91010234
7038;SATISFACTORIO;31/12/2024;485354
7039;SATISFACTORIO;31/12/2024;383584
7040;SATISFACTORIO;31/12/2024;807346
7041;SATISFACTORIO;31/12/2024;369745
7042;GRAVE;31/12/2024;479354
7043;BUENO;31/12/2024;154507
7044;BUENO;31/12/2024;162791
7045;BUENO;31/12/2024;171785
7046;SATISFACTORIO;31/12/2024;357858
7047;SATISFACTORIO;31/12/2024;418809
7048;SATISFACTORIO;31/12/2024;351256
7049;SATISFACTORIO;31/12/2024;187048
7050;SATISFACTORIO;31/12/2024;181548
7051;GRAVE;31/12/2024;176755
7052;JUSTO;31/12/2024;302477
7053;GRAVE;31/12/2024;473577
7054;SATISFACTORIO;31/12/2024;138769
7055;GRAVE;31/12/2024;305891
7056;BUENO;31/12/2024;419242
7057;SATISFACTORIO;31/12/2024;186158
7058;BUENO;31/12/2024;165036
7059;SATISFACTORIO;31/12/2024;414787
7060;BUENO;31/12/2024;422667
7061;BUENO;31/12/2024;151192
7062;BUENO;31/12/2024;154675
7063;SATISFACTORIO;31/12/2024;167396
7064;SATISFACTORIO;31/12/2024;816182
7065;SATISFACTORIO;31/12/2024;174081
7066;SATISFACTORIO;31/12/2024;414119
7067;SATISFACTORIO;31/12/2024;91013761
7068;BUENO;31/12/2024;701305
7069;SATISFACTORIO;31/12/2024;182954
7070;SATISFACTORIO;31/12/2024;443128
7071;SATISFACTORIO;31/12/2024;158593
7072;SATISFACTORIO;31/12/2024;359055
7073;SATISFACTORIO;31/12/2024;174957
7074;SATISFACTORIO;31/12/2024;365348
7075;GRAVE;31/12/2024;91021784
7076;SATISFACTORIO;31/12/2024;350640
7077;SATISFACTORIO;31/12/2024;382354
7078;SATISFACTORIO;31/12/2024;300158
7079;SATISFACTORIO;31/12/2024;305213
7080;BUENO;31/12/2024;91010221
7081;SATISFACTORIO;31/12/2024;175363
7082;BUENO;31/12/2024;518919
7083;BUENO;31/12/2024;423201
7084;BUENO;31/12/2024;172127
7085;SATISFACTORIO;31/12/2024;168275
7086;BUENO;31/12/2024;418066
7087;BUENO;31/12/2024;446760
7088;BUENO;31/12/2024;173943
7089;SATISFACTORIO;31/12/2024;411727
7090;SATISFACTORIO;31/12/2024;160546
7091;SATISFACTORIO;31/12/2024;351908
7092;BUENO;31/12/2024;24124232
7093;SATISFACTORIO;31/12/2024;362433
7094;BUENO;31/12/2024;172553
7095;SATISFACTORIO;31/12/2024;381946
7096;BUENO;31/12/2024;363260
7097;SATISFACTORIO;31/12/2024;419188
7098;SATISFACTORIO;31/12/2024;155871
7099;SATISFACTORIO;31/12/2024;188123
7100;SATISFACTORIO;31/12/2024;451268
7101;BUENO;31/12/2024;471878
7102;SATISFACTORIO;31/12/2024;150049
7103;BUENO;31/12/2024;418024
7104;BUENO;31/12/2024;454817
7105;BUENO;31/12/2024;91022247
7106;BUENO;31/12/2024;417533
7107;BUENO;31/12/2024;291723
7108;BUENO;31/12/2024;91023746
7109;BUENO;31/12/2024;415539
7110;SATISFACTORIO;31/12/2024;140318
7111;SATISFACTORIO;31/12/2024;175381
7112;JUSTO;31/12/2024;361887
7113;JUSTO;31/12/2024;303731
7114;JUSTO;31/12/2024;149349
7115;BUENO;31/12/2024;152612
7116;BUENO;31/12/2024;461571
7117;SATISFACTORIO;31/12/2024;360337
7118;SATISFACTORIO;31/12/2024;387694
7119;SATISFACTORIO;31/12/2024;154357
7120;SATISFACTORIO;31/12/2024;472835
7121;SATISFACTORIO;31/12/2024;150282
7122;BUENO;31/12/2024;165332
7123;SATISFACTORIO;31/12/2024;903309
7124;SATISFACTORIO;31/12/2024;534040
7125;BUENO;31/12/2024;141718
7126;JUSTO;31/12/2024;354772
7127;SATISFACTORIO;31/12/2024;183533
7128;SATISFACTORIO;31/12/2024;804342
7129;SATISFACTORIO;31/12/2024;411192
7130;SATISFACTORIO;31/12/2024;147575
7131;GRAVE;31/12/2024;462479
7132;SATISFACTORIO;31/12/2024;294502
7133;BUENO;31/12/2024;454925
7134;BUENO;31/12/2024;138707
7135;GRAVE;31/12/2024;362505
7136;SATISFACTORIO;31/12/2024;91018392
7137;BUENO;31/12/2024;209062
7138;GRAVE;31/12/2024;174661
7139;SATISFACTORIO;31/12/2024;161331
7140;SATISFACTORIO;31/12/2024;186751
7141;BUENO;31/12/2024;156531
7142;SATISFACTORIO;31/12/2024;180461
7143;GRAVE;31/12/2024;175205
7144;JUSTO;31/12/2024;152755
7145;SATISFACTORIO;31/12/2024;91016522
7146;SATISFACTORIO;31/12/2024;457643
7147;BUENO;31/12/2024;385517
7148;SATISFACTORIO;31/12/2024;91013433
7149;SATISFACTORIO;31/12/2024;413279
7150;SATISFACTORIO;31/12/2024;320780
7151;8;31/12/2024;91031050
7152;SATISFACTORIO;31/12/2024;421194
7153;SATISFACTORIO;31/12/2024;472499
7154;SATISFACTORIO;31/12/2024;154333
7155;SATISFACTORIO;31/12/2024;91012365
7156;SATISFACTORIO;31/12/2024;170900
7157;SATISFACTORIO;31/12/2024;91013881
7158;BUENO;31/12/2024;415373
7159;GRAVE;31/12/2024;295550
7160;SATISFACTORIO;31/12/2024;369329
7161;BUENO;31/12/2024;154564
7162;BUENO;31/12/2024;155004
