OBJECTID *;ESTADO_SUPERFICIAL;FECHA_ESTADO;CalCodigo *
63920;SATISFACTORIO;31/12/2024;159830
63921;SATISFACTORIO;31/12/2024;91021417
63922;MUY POBRE;31/12/2024;91028607
63923;GRAVE;31/12/2024;91028154
63924;GRAVE;31/12/2024;91028367
63925;SATISFACTORIO;31/12/2024;91028832
63926;SATISFACTORIO;31/12/2024;91028944
63927;BUENO;31/12/2024;415601
63928;BUENO;31/12/2024;144984
63929;SATISFACTORIO;31/12/2024;174029
63930;SATISFACTORIO;31/12/2024;24122013
63931;BUENO;31/12/2024;534294
63932;8;31/12/2024;91020155
63933;SATISFACTORIO;31/12/2024;178992
63934;BUENO;31/12/2024;91026685
63935;BUENO;31/12/2024;505333
63936;SATISFACTORIO;31/12/2024;506006
63937;SATISFACTORIO;31/12/2024;523978
63938;SATISFACTORIO;31/12/2024;187901
63939;BUENO;31/12/2024;91026780
63940;SATISFACTORIO;31/12/2024;414373
63941;SATISFACTORIO;31/12/2024;91020294
63942;SATISFACTORIO;31/12/2024;24120920
63943;SATISFACTORIO;31/12/2024;320449
63944;BUENO;31/12/2024;507170
63945;BUENO;31/12/2024;172938
63946;BUENO;31/12/2024;205311
63947;SATISFACTORIO;31/12/2024;178988
63948;BUENO;31/12/2024;189644
63949;SATISFACTORIO;31/12/2024;516969
63950;SATISFACTORIO;31/12/2024;91027490
63951;SATISFACTORIO;31/12/2024;149818
63952;BUENO;31/12/2024;415364
63953;SATISFACTORIO;31/12/2024;91024428
63954;MUY POBRE;31/12/2024;91028856
63955;SATISFACTORIO;31/12/2024;136793
63956;SATISFACTORIO;31/12/2024;178483
63957;SATISFACTORIO;31/12/2024;91026299
63958;BUENO;31/12/2024;91032992
63959;POBRE;31/12/2024;357867
63960;SATISFACTORIO;31/12/2024;91010994
63961;SATISFACTORIO;31/12/2024;91033059
63962;SATISFACTORIO;31/12/2024;183688
63963;BUENO;31/12/2024;142605
63964;SATISFACTORIO;31/12/2024;155173
63965;SATISFACTORIO;31/12/2024;513983
63966;SATISFACTORIO;31/12/2024;184734
63967;SATISFACTORIO;31/12/2024;158852
63968;SATISFACTORIO;31/12/2024;153035
63969;BUENO;31/12/2024;143608
63970;SATISFACTORIO;31/12/2024;181015
63971;SATISFACTORIO;31/12/2024;180857
63972;BUENO;31/12/2024;415452
63973;GRAVE;31/12/2024;462925
63974;JUSTO;31/12/2024;91030317
63975;SATISFACTORIO;31/12/2024;148312
63976;BUENO;31/12/2024;91026090
63977;SATISFACTORIO;31/12/2024;504909
63978;BUENO;31/12/2024;91026652
63979;BUENO;31/12/2024;91025378
63980;SATISFACTORIO;31/12/2024;154182
63981;GRAVE;31/12/2024;370127
63982;SATISFACTORIO;31/12/2024;381679
63983;SATISFACTORIO;31/12/2024;147634
63984;GRAVE;31/12/2024;91014598
63985;SATISFACTORIO;31/12/2024;142805
63986;SATISFACTORIO;31/12/2024;91010720
63987;GRAVE;31/12/2024;153042
63988;BUENO;31/12/2024;420799
63989;SATISFACTORIO;31/12/2024;184715
63990;BUENO;31/12/2024;156462
63991;GRAVE;31/12/2024;490895
63992;BUENO;31/12/2024;165700
63993;SATISFACTORIO;31/12/2024;520603
63994;SATISFACTORIO;31/12/2024;154346
63995;BUENO;31/12/2024;137385
63996;SATISFACTORIO;31/12/2024;91028055
63997;SATISFACTORIO;31/12/2024;526791
63998;8;31/12/2024;91027843
63999;GRAVE;31/12/2024;91027635
64000;SATISFACTORIO;31/12/2024;184519
64001;SATISFACTORIO;31/12/2024;147444
64002;SATISFACTORIO;31/12/2024;169302
64003;SATISFACTORIO;31/12/2024;153057
64004;SATISFACTORIO;31/12/2024;148215
64005;SATISFACTORIO;31/12/2024;173874
64006;SATISFACTORIO;31/12/2024;91015472
64007;BUENO;31/12/2024;290640
64008;SATISFACTORIO;31/12/2024;91017347
64009;SATISFACTORIO;31/12/2024;512863
64010;SATISFACTORIO;31/12/2024;181294
64011;SATISFACTORIO;31/12/2024;383969
64012;8;31/12/2024;91028360
64013;GRAVE;31/12/2024;91028331
64014;BUENO;31/12/2024;24119754
64015;SATISFACTORIO;31/12/2024;154185
64016;SATISFACTORIO;31/12/2024;91025274
64017;BUENO;31/12/2024;24120857
64018;SATISFACTORIO;31/12/2024;91025485
64019;SATISFACTORIO;31/12/2024;178771
64020;SATISFACTORIO;31/12/2024;146076
64021;BUENO;31/12/2024;171109
64022;SATISFACTORIO;31/12/2024;155209
64023;SATISFACTORIO;31/12/2024;175546
64024;BUENO;31/12/2024;138335
64025;BUENO;31/12/2024;91010579
64026;BUENO;31/12/2024;162866
64027;SATISFACTORIO;31/12/2024;524211
64028;BUENO;31/12/2024;24124316
64029;SATISFACTORIO;31/12/2024;91020100
64030;SATISFACTORIO;31/12/2024;184363
64031;BUENO;31/12/2024;176167
64032;SATISFACTORIO;31/12/2024;171039
64033;JUSTO;31/12/2024;155564
64034;SATISFACTORIO;31/12/2024;187203
64035;SATISFACTORIO;31/12/2024;91010303
64036;POBRE;31/12/2024;419761
64037;POBRE;31/12/2024;91028747
64038;SATISFACTORIO;31/12/2024;144499
64039;SATISFACTORIO;31/12/2024;172056
64040;SATISFACTORIO;31/12/2024;522394
64041;BUENO;31/12/2024;606180
64042;SATISFACTORIO;31/12/2024;91026339
64043;SATISFACTORIO;31/12/2024;91027765
64044;GRAVE;31/12/2024;91028411
64045;BUENO;31/12/2024;91025308
64046;SATISFACTORIO;31/12/2024;91025310
64047;SATISFACTORIO;31/12/2024;302378
64048;SATISFACTORIO;31/12/2024;512368
64049;GRAVE;31/12/2024;91012517
64050;GRAVE;31/12/2024;298227
64051;SATISFACTORIO;31/12/2024;180341
64052;BUENO;31/12/2024;155052
64053;SATISFACTORIO;31/12/2024;301517
64054;SATISFACTORIO;31/12/2024;186359
64055;BUENO;31/12/2024;416336
64056;SATISFACTORIO;31/12/2024;91026614
64057;8;31/12/2024;91027866
64058;GRAVE;31/12/2024;91015792
64059;8;31/12/2024;91027800
64060;SATISFACTORIO;31/12/2024;154165
64061;SATISFACTORIO;31/12/2024;91027240
64062;BUENO;31/12/2024;91026086
64063;SATISFACTORIO;31/12/2024;154173
64064;SATISFACTORIO;31/12/2024;154193
64065;SATISFACTORIO;31/12/2024;414991
64066;SATISFACTORIO;31/12/2024;186484
64067;SATISFACTORIO;31/12/2024;320829
64068;SATISFACTORIO;31/12/2024;508638
64069;JUSTO;31/12/2024;527294
64070;JUSTO;31/12/2024;302906
64071;SATISFACTORIO;31/12/2024;445812
64072;SATISFACTORIO;31/12/2024;143731
64073;SATISFACTORIO;31/12/2024;804429
64074;SATISFACTORIO;31/12/2024;183819
64075;BUENO;31/12/2024;91026874
64076;SATISFACTORIO;31/12/2024;507837
64077;8;31/12/2024;91028462
64078;SATISFACTORIO;31/12/2024;528064
64079;BUENO;31/12/2024;91025295
64080;BUENO;31/12/2024;902929
64081;BUENO;31/12/2024;91030262
64082;BUENO;31/12/2024;155974
64083;SATISFACTORIO;31/12/2024;369294
64084;SATISFACTORIO;31/12/2024;142806
64085;SATISFACTORIO;31/12/2024;381596
64086;SATISFACTORIO;31/12/2024;180865
64087;SATISFACTORIO;31/12/2024;388922
64088;BUENO;31/12/2024;298140
64089;SATISFACTORIO;31/12/2024;172081
64090;SATISFACTORIO;31/12/2024;177368
64091;BUENO;31/12/2024;154626
64092;BUENO;31/12/2024;153369
64093;GRAVE;31/12/2024;91028635
64094;8;31/12/2024;91028425
64095;JUSTO;31/12/2024;91028477
64096;GRAVE;31/12/2024;91027831
64097;SATISFACTORIO;31/12/2024;522445
64098;SATISFACTORIO;31/12/2024;183838
64099;SATISFACTORIO;31/12/2024;24122553
64100;BUENO;31/12/2024;416624
64101;SATISFACTORIO;31/12/2024;186291
64102;8;31/12/2024;91027930
64103;SATISFACTORIO;31/12/2024;91064256
64104;SATISFACTORIO;31/12/2024;163456
64105;GRAVE;31/12/2024;155180
64106;SATISFACTORIO;31/12/2024;91027368
64107;BUENO;31/12/2024;91025670
64108;SATISFACTORIO;31/12/2024;305228
64109;BUENO;31/12/2024;298688
64110;SATISFACTORIO;31/12/2024;383572
64111;SATISFACTORIO;31/12/2024;813703
64112;POBRE;31/12/2024;91028753
64113;SATISFACTORIO;31/12/2024;180868
64114;SATISFACTORIO;31/12/2024;91027567
64115;GRAVE;31/12/2024;91027998
64116;SATISFACTORIO;31/12/2024;91018837
64117;BUENO;31/12/2024;91028967
64118;GRAVE;31/12/2024;91023452
64119;GRAVE;31/12/2024;91028036
64120;SATISFACTORIO;31/12/2024;504666
64121;BUENO;31/12/2024;471434
64122;BUENO;31/12/2024;24122118
64123;SATISFACTORIO;31/12/2024;154191
64124;BUENO;31/12/2024;91027272
64125;BUENO;31/12/2024;24121507
64126;SATISFACTORIO;31/12/2024;184321
64127;SATISFACTORIO;31/12/2024;91025268
64128;BUENO;31/12/2024;146836
64129;BUENO;31/12/2024;182198
64130;SATISFACTORIO;31/12/2024;904005
64131;BUENO;31/12/2024;91028940
64132;SATISFACTORIO;31/12/2024;504961
64133;SATISFACTORIO;31/12/2024;159792
64134;SATISFACTORIO;31/12/2024;603008
64135;SATISFACTORIO;31/12/2024;91027188
64136;SATISFACTORIO;31/12/2024;509153
64137;BUENO;31/12/2024;91010932
64138;SATISFACTORIO;31/12/2024;189701
64139;SATISFACTORIO;31/12/2024;448156
64140;SATISFACTORIO;31/12/2024;91012255
64141;8;31/12/2024;91028484
64142;BUENO;31/12/2024;168036
64143;SATISFACTORIO;31/12/2024;160332
64144;SATISFACTORIO;31/12/2024;171269
64145;SATISFACTORIO;31/12/2024;513477
64146;SATISFACTORIO;31/12/2024;91028348
64147;SATISFACTORIO;31/12/2024;24119664
64148;BUENO;31/12/2024;606117
64149;SATISFACTORIO;31/12/2024;91025330
64150;BUENO;31/12/2024;91029109
64151;BUENO;31/12/2024;417681
64152;SATISFACTORIO;31/12/2024;513532
64153;SATISFACTORIO;31/12/2024;361377
64154;GRAVE;31/12/2024;91024604
64155;SATISFACTORIO;31/12/2024;91024172
64156;BUENO;31/12/2024;415986
64157;SATISFACTORIO;31/12/2024;523737
64158;BUENO;31/12/2024;417358
64159;SATISFACTORIO;31/12/2024;147695
64160;SATISFACTORIO;31/12/2024;524961
64161;GRAVE;31/12/2024;153146
64162;SATISFACTORIO;31/12/2024;472572
64163;SATISFACTORIO;31/12/2024;603080
64164;SATISFACTORIO;31/12/2024;181295
64165;BUENO;31/12/2024;297301
64166;SATISFACTORIO;31/12/2024;91019505
64167;BUENO;31/12/2024;156301
64168;GRAVE;31/12/2024;153015
64169;8;31/12/2024;91028435
64170;SATISFACTORIO;31/12/2024;91014140
64171;POBRE;31/12/2024;91024610
64172;GRAVE;31/12/2024;91024611
64173;GRAVE;31/12/2024;91027656
64174;8;31/12/2024;91028691
64175;SATISFACTORIO;31/12/2024;419968
64176;BUENO;31/12/2024;903888
64177;SATISFACTORIO;31/12/2024;154212
64178;SATISFACTORIO;31/12/2024;154206
64179;GRAVE;31/12/2024;154109
64180;SATISFACTORIO;31/12/2024;91025470
64181;SATISFACTORIO;31/12/2024;154170
64182;SATISFACTORIO;31/12/2024;298864
64183;SATISFACTORIO;31/12/2024;301364
64184;SATISFACTORIO;31/12/2024;148468
64185;BUENO;31/12/2024;416190
64186;BUENO;31/12/2024;171929
64187;BUENO;31/12/2024;164342
64188;SATISFACTORIO;31/12/2024;389219
64189;SATISFACTORIO;31/12/2024;2503997
64190;SATISFACTORIO;31/12/2024;520600
64191;BUENO;31/12/2024;177576
64192;SATISFACTORIO;31/12/2024;148752
64193;BUENO;31/12/2024;91011750
64194;SATISFACTORIO;31/12/2024;180772
64195;SATISFACTORIO;31/12/2024;507832
64196;SATISFACTORIO;31/12/2024;91028352
64197;MUY POBRE;31/12/2024;91028290
64198;MUY POBRE;31/12/2024;166698
64199;SATISFACTORIO;31/12/2024;91025567
64200;POBRE;31/12/2024;91028605
64201;SATISFACTORIO;31/12/2024;91024372
64202;SATISFACTORIO;31/12/2024;91027694
64203;SATISFACTORIO;31/12/2024;91030273
64204;SATISFACTORIO;31/12/2024;174073
64205;SATISFACTORIO;31/12/2024;180426
64206;SATISFACTORIO;31/12/2024;159926
64207;BUENO;31/12/2024;91024271
64208;BUENO;31/12/2024;301865
64209;JUSTO;31/12/2024;471197
64210;SATISFACTORIO;31/12/2024;142271
64211;GRAVE;31/12/2024;489668
64212;SATISFACTORIO;31/12/2024;603423
64213;BUENO;31/12/2024;145091
64214;BUENO;31/12/2024;383758
64215;GRAVE;31/12/2024;91027541
64216;GRAVE;31/12/2024;91028430
64217;SATISFACTORIO;31/12/2024;154095
64218;SATISFACTORIO;31/12/2024;154164
64219;SATISFACTORIO;31/12/2024;154167
64220;SATISFACTORIO;31/12/2024;154195
64221;SATISFACTORIO;31/12/2024;153023
64222;SATISFACTORIO;31/12/2024;600004
64223;BUENO;31/12/2024;91025669
64224;JUSTO;31/12/2024;505198
64225;BUENO;31/12/2024;24123760
64226;GRAVE;31/12/2024;155775
64227;GRAVE;31/12/2024;154939
64228;BUENO;31/12/2024;155364
64229;BUENO;31/12/2024;154940
64230;BUENO;31/12/2024;471686
64231;GRAVE;31/12/2024;603967
64232;BUENO;31/12/2024;154364
64233;SATISFACTORIO;31/12/2024;154341
64234;SATISFACTORIO;31/12/2024;154355
64235;BUENO;31/12/2024;606157
64236;BUENO;31/12/2024;168866
64237;JUSTO;31/12/2024;154315
64238;BUENO;31/12/2024;156451
64239;BUENO;31/12/2024;141165
64240;GRAVE;31/12/2024;305480
64241;SATISFACTORIO;31/12/2024;515821
64242;BUENO;31/12/2024;162618
64243;SATISFACTORIO;31/12/2024;167465
64244;GRAVE;31/12/2024;155819
64245;BUENO;31/12/2024;91014189
64246;BUENO;31/12/2024;155083
64247;BUENO;31/12/2024;155139
64248;BUENO;31/12/2024;155084
64249;BUENO;31/12/2024;154469
64250;BUENO;31/12/2024;155772
64251;SATISFACTORIO;31/12/2024;160367
64252;SATISFACTORIO;31/12/2024;162140
64253;SATISFACTORIO;31/12/2024;91018389
64254;BUENO;31/12/2024;162631
64255;POBRE;31/12/2024;173257
64256;BUENO;31/12/2024;162634
64257;BUENO;31/12/2024;155813
64258;SATISFACTORIO;31/12/2024;155455
64259;SATISFACTORIO;31/12/2024;155827
64260;BUENO;31/12/2024;154522
64261;BUENO;31/12/2024;154958
64262;SATISFACTORIO;31/12/2024;155642
64263;SATISFACTORIO;31/12/2024;155768
64264;BUENO;31/12/2024;155142
64265;MUY POBRE;31/12/2024;156926
64266;BUENO;31/12/2024;154382
64267;SATISFACTORIO;31/12/2024;154320
64268;BUENO;31/12/2024;606162
64269;BUENO;31/12/2024;155361
64270;SATISFACTORIO;31/12/2024;154509
64271;SATISFACTORIO;31/12/2024;171909
64272;SATISFACTORIO;31/12/2024;160316
64273;BUENO;31/12/2024;801082
64274;SATISFACTORIO;31/12/2024;171908
64275;SATISFACTORIO;31/12/2024;174704
64276;SATISFACTORIO;31/12/2024;140317
64277;BUENO;31/12/2024;526130
64278;GRAVE;31/12/2024;154929
64279;SATISFACTORIO;31/12/2024;155201
64280;BUENO;31/12/2024;138532
64281;SATISFACTORIO;31/12/2024;160360
64282;SATISFACTORIO;31/12/2024;174483
64283;SATISFACTORIO;31/12/2024;900354
64284;BUENO;31/12/2024;442180
64285;SATISFACTORIO;31/12/2024;173201
64286;SATISFACTORIO;31/12/2024;160472
64287;BUENO;31/12/2024;162635
64288;SATISFACTORIO;31/12/2024;363423
64289;BUENO;31/12/2024;606130
64290;BUENO;31/12/2024;155082
64291;BUENO;31/12/2024;155668
64292;BUENO;31/12/2024;388538
64293;SATISFACTORIO;31/12/2024;522488
64294;BUENO;31/12/2024;162625
64295;SATISFACTORIO;31/12/2024;138519
64296;SATISFACTORIO;31/12/2024;382630
64297;SATISFACTORIO;31/12/2024;389424
64298;SATISFACTORIO;31/12/2024;352421
64299;SATISFACTORIO;31/12/2024;162138
64300;GRAVE;31/12/2024;900579
64301;SATISFACTORIO;31/12/2024;443167
64302;BUENO;31/12/2024;138438
64303;MUY POBRE;31/12/2024;361395
64304;BUENO;31/12/2024;606172
64305;BUENO;31/12/2024;606177
64306;SATISFACTORIO;31/12/2024;155816
64307;GRAVE;31/12/2024;91022811
64308;SATISFACTORIO;31/12/2024;136674
64309;SATISFACTORIO;31/12/2024;148661
64310;SATISFACTORIO;31/12/2024;91010102
64311;SATISFACTORIO;31/12/2024;138041
64312;POBRE;31/12/2024;170012
64313;SATISFACTORIO;31/12/2024;525065
64314;SATISFACTORIO;31/12/2024;369461
64315;SATISFACTORIO;31/12/2024;167044
64316;BUENO;31/12/2024;139508
64317;SATISFACTORIO;31/12/2024;91063061
64318;SATISFACTORIO;31/12/2024;91011013
64319;SATISFACTORIO;31/12/2024;508202
64320;BUENO;31/12/2024;138345
64321;SATISFACTORIO;31/12/2024;169877
64322;SATISFACTORIO;31/12/2024;182021
64323;BUENO;31/12/2024;183807
64324;SATISFACTORIO;31/12/2024;137653
64325;SATISFACTORIO;31/12/2024;145946
64326;SATISFACTORIO;31/12/2024;521408
64327;SATISFACTORIO;31/12/2024;136673
64328;SATISFACTORIO;31/12/2024;91029227
64329;SATISFACTORIO;31/12/2024;445492
64330;MUY POBRE;31/12/2024;455303
64331;POBRE;31/12/2024;471515
64332;BUENO;31/12/2024;366610
64333;BUENO;31/12/2024;440636
64334;BUENO;31/12/2024;292667
64335;BUENO;31/12/2024;210827
64336;GRAVE;31/12/2024;91027698
64337;SATISFACTORIO;31/12/2024;141380
64338;GRAVE;31/12/2024;91027453
64339;SATISFACTORIO;31/12/2024;384347
64340;BUENO;31/12/2024;24123880
64341;POBRE;31/12/2024;91029077
64342;SATISFACTORIO;31/12/2024;171040
64343;SATISFACTORIO;31/12/2024;91012192
64344;BUENO;31/12/2024;465073
64345;SATISFACTORIO;31/12/2024;159791
64346;POBRE;31/12/2024;91018606
64347;SATISFACTORIO;31/12/2024;413704
64348;JUSTO;31/12/2024;807727
64349;SATISFACTORIO;31/12/2024;517127
64350;BUENO;31/12/2024;203949
64351;POBRE;31/12/2024;357621
64352;BUENO;31/12/2024;91023236
64353;BUENO;31/12/2024;167404
64354;SATISFACTORIO;31/12/2024;172106
64355;SATISFACTORIO;31/12/2024;502898
64356;GRAVE;31/12/2024;442085
64357;SATISFACTORIO;31/12/2024;166766
64358;SATISFACTORIO;31/12/2024;296455
64359;SATISFACTORIO;31/12/2024;184758
64360;BUENO;31/12/2024;240246
64361;BUENO;31/12/2024;91014651
64362;SATISFACTORIO;31/12/2024;169875
64363;SATISFACTORIO;31/12/2024;148311
64364;BUENO;31/12/2024;809048
64365;BUENO;31/12/2024;811863
64366;MUY POBRE;31/12/2024;91022427
64367;SATISFACTORIO;31/12/2024;445139
64368;BUENO;31/12/2024;91016394
64369;SATISFACTORIO;31/12/2024;146342
64370;BUENO;31/12/2024;154392
64371;BUENO;31/12/2024;138541
64372;SATISFACTORIO;31/12/2024;181304
64373;SATISFACTORIO;31/12/2024;91033963
64374;SATISFACTORIO;31/12/2024;140051
64375;SATISFACTORIO;31/12/2024;91024919
64376;SATISFACTORIO;31/12/2024;186268
64377;BUENO;31/12/2024;154133
64378;BUENO;31/12/2024;471685
64379;SATISFACTORIO;31/12/2024;146072
64380;SATISFACTORIO;31/12/2024;24123300
64381;SATISFACTORIO;31/12/2024;91011685
64382;BUENO;31/12/2024;472847
64383;SATISFACTORIO;31/12/2024;146468
64384;BUENO;31/12/2024;296304
64385;BUENO;31/12/2024;91063605
64386;BUENO;31/12/2024;91063606
64387;SATISFACTORIO;31/12/2024;91063656
64388;GRAVE;31/12/2024;91021182
64389;GRAVE;31/12/2024;358956
64390;SATISFACTORIO;31/12/2024;153803
64391;SATISFACTORIO;31/12/2024;158873
64392;SATISFACTORIO;31/12/2024;169531
64393;SATISFACTORIO;31/12/2024;140381
64394;SATISFACTORIO;31/12/2024;169532
64395;SATISFACTORIO;31/12/2024;158895
64396;SATISFACTORIO;31/12/2024;141910
64397;SATISFACTORIO;31/12/2024;158856
64398;POBRE;31/12/2024;352013
64399;BUENO;31/12/2024;213683
64400;BUENO;31/12/2024;154422
64401;BUENO;31/12/2024;155447
64402;SATISFACTORIO;31/12/2024;155095
64403;BUENO;31/12/2024;155380
64404;SATISFACTORIO;31/12/2024;180251
64405;SATISFACTORIO;31/12/2024;180286
64406;GRAVE;31/12/2024;155147
64407;BUENO;31/12/2024;295346
64408;SATISFACTORIO;31/12/2024;160297
64409;BUENO;31/12/2024;91034089
64410;SATISFACTORIO;31/12/2024;91034072
64411;SATISFACTORIO;31/12/2024;91034110
64412;BUENO;31/12/2024;91022963
64413;GRAVE;31/12/2024;480461
64414;GRAVE;31/12/2024;809466
64415;GRAVE;31/12/2024;811061
64416;BUENO;31/12/2024;811496
64417;GRAVE;31/12/2024;815929
64418;GRAVE;31/12/2024;817834
64419;BUENO;31/12/2024;91018758
64420;GRAVE;31/12/2024;486429
64421;BUENO;31/12/2024;807502
64422;SATISFACTORIO;31/12/2024;91011296
64423;BUENO;31/12/2024;212858
64424;GRAVE;31/12/2024;806951
64425;MUY POBRE;31/12/2024;143801
64426;GRAVE;31/12/2024;295032
64427;GRAVE;31/12/2024;809482
64428;GRAVE;31/12/2024;91017279
64429;BUENO;31/12/2024;91018753
64430;SATISFACTORIO;31/12/2024;418788
64431;SATISFACTORIO;31/12/2024;91024918
64432;GRAVE;31/12/2024;818888
64433;GRAVE;31/12/2024;91019974
64434;BUENO;31/12/2024;416466
64435;BUENO;31/12/2024;812190
64436;GRAVE;31/12/2024;809571
64437;GRAVE;31/12/2024;300805
64438;GRAVE;31/12/2024;455575
64439;GRAVE;31/12/2024;813375
64440;BUENO;31/12/2024;485218
64441;GRAVE;31/12/2024;455978
64442;BUENO;31/12/2024;91018749
64443;MUY POBRE;31/12/2024;420751
64444;BUENO;31/12/2024;366725
64445;GRAVE;31/12/2024;479517
64446;GRAVE;31/12/2024;486534
64447;GRAVE;31/12/2024;91017293
64448;BUENO;31/12/2024;808204
64449;BUENO;31/12/2024;814063
64450;BUENO;31/12/2024;811582
64451;BUENO;31/12/2024;819261
64452;BUENO;31/12/2024;176508
64453;GRAVE;31/12/2024;359241
64454;BUENO;31/12/2024;442774
64455;BUENO;31/12/2024;138724
64456;BUENO;31/12/2024;162621
64457;MUY POBRE;31/12/2024;163548
64458;BUENO;31/12/2024;447427
64459;SATISFACTORIO;31/12/2024;363289
64460;BUENO;31/12/2024;141207
64461;BUENO;31/12/2024;163746
64462;BUENO;31/12/2024;606140
64463;SATISFACTORIO;31/12/2024;154353
64464;SATISFACTORIO;31/12/2024;154468
64465;GRAVE;31/12/2024;156960
64466;SATISFACTORIO;31/12/2024;154369
64467;GRAVE;31/12/2024;603970
64468;JUSTO;31/12/2024;173308
64469;BUENO;31/12/2024;91030258
64470;SATISFACTORIO;31/12/2024;91018147
64471;SATISFACTORIO;31/12/2024;305735
64472;SATISFACTORIO;31/12/2024;162722
64473;SATISFACTORIO;31/12/2024;900363
64474;BUENO;31/12/2024;442124
64475;BUENO;31/12/2024;472909
64476;GRAVE;31/12/2024;800110
64477;SATISFACTORIO;31/12/2024;511658
64478;SATISFACTORIO;31/12/2024;155542
64479;BUENO;31/12/2024;154378
64480;BUENO;31/12/2024;606147
64481;SATISFACTORIO;31/12/2024;515228
64482;SATISFACTORIO;31/12/2024;515193
64483;BUENO;31/12/2024;155570
64484;BUENO;31/12/2024;606167
64485;BUENO;31/12/2024;155672
64486;BUENO;31/12/2024;155581
64487;BUENO;31/12/2024;155671
64488;SATISFACTORIO;31/12/2024;388354
64489;GRAVE;31/12/2024;472363
64490;BUENO;31/12/2024;155569
64491;BUENO;31/12/2024;155669
64492;GRAVE;31/12/2024;155501
64493;SATISFACTORIO;31/12/2024;387656
64494;BUENO;31/12/2024;461490
64495;SATISFACTORIO;31/12/2024;176327
64496;SATISFACTORIO;31/12/2024;155828
64497;SATISFACTORIO;31/12/2024;155528
64498;BUENO;31/12/2024;156579
64499;BUENO;31/12/2024;156577
64500;SATISFACTORIO;31/12/2024;361398
64501;SATISFACTORIO;31/12/2024;91028781
64502;BUENO;31/12/2024;154409
64503;MUY POBRE;31/12/2024;173313
64504;BUENO;31/12/2024;155451
64505;SATISFACTORIO;31/12/2024;154483
64506;BUENO;31/12/2024;162628
64507;SATISFACTORIO;31/12/2024;162678
64508;BUENO;31/12/2024;140308
64509;SATISFACTORIO;31/12/2024;447313
64510;BUENO;31/12/2024;141191
64511;BUENO;31/12/2024;156578
64512;BUENO;31/12/2024;155573
64513;SATISFACTORIO;31/12/2024;91024505
64514;SATISFACTORIO;31/12/2024;361515
64515;JUSTO;31/12/2024;155563
64516;BUENO;31/12/2024;155676
64517;SATISFACTORIO;31/12/2024;155433
64518;BUENO;31/12/2024;471625
64519;BUENO;31/12/2024;141205
64520;SATISFACTORIO;31/12/2024;305483
64521;BUENO;31/12/2024;137384
64522;BUENO;31/12/2024;164495
64523;BUENO;31/12/2024;818995
64524;BUENO;31/12/2024;442417
64525;SATISFACTORIO;31/12/2024;91014544
64526;SATISFACTORIO;31/12/2024;172761
64527;BUENO;31/12/2024;155854
64528;SATISFACTORIO;31/12/2024;154321
64529;BUENO;31/12/2024;155773
64530;BUENO;31/12/2024;154954
64531;GRAVE;31/12/2024;154932
64532;JUSTO;31/12/2024;174635
64533;BUENO;31/12/2024;154997
64534;BUENO;31/12/2024;155814
64535;BUENO;31/12/2024;154975
64536;SATISFACTORIO;31/12/2024;154479
64537;JUSTO;31/12/2024;156050
64538;BUENO;31/12/2024;606278
64539;SATISFACTORIO;31/12/2024;813827
64540;BUENO;31/12/2024;472487
64541;SATISFACTORIO;31/12/2024;173340
64542;GRAVE;31/12/2024;91019572
64543;BUENO;31/12/2024;141166
64544;BUENO;31/12/2024;154363
64545;JUSTO;31/12/2024;155840
64546;BUENO;31/12/2024;155973
64547;SATISFACTORIO;31/12/2024;91021555
64548;SATISFACTORIO;31/12/2024;155374
64549;BUENO;31/12/2024;606132
64550;SATISFACTORIO;31/12/2024;155812
64551;SATISFACTORIO;31/12/2024;155817
64552;SATISFACTORIO;31/12/2024;155811
64553;SATISFACTORIO;31/12/2024;155829
64554;GRAVE;31/12/2024;154362
64555;JUSTO;31/12/2024;155562
64556;SATISFACTORIO;31/12/2024;177336
64557;BUENO;31/12/2024;170476
64558;SATISFACTORIO;31/12/2024;162328
64559;SATISFACTORIO;31/12/2024;454583
64560;BUENO;31/12/2024;154529
64561;BUENO;31/12/2024;91014168
64562;BUENO;31/12/2024;155675
64563;SATISFACTORIO;31/12/2024;24122893
64564;SATISFACTORIO;31/12/2024;515936
64565;SATISFACTORIO;31/12/2024;91030252
64566;SATISFACTORIO;31/12/2024;91028779
64567;SATISFACTORIO;31/12/2024;155818
64568;SATISFACTORIO;31/12/2024;154404
64569;SATISFACTORIO;31/12/2024;154356
64570;SATISFACTORIO;31/12/2024;154402
64571;SATISFACTORIO;31/12/2024;154399
64572;SATISFACTORIO;31/12/2024;161778
64573;BUENO;31/12/2024;442192
64574;SATISFACTORIO;31/12/2024;173246
64575;SATISFACTORIO;31/12/2024;150429
64576;BUENO;31/12/2024;456074
64577;BUENO;31/12/2024;155677
64578;BUENO;31/12/2024;155580
64579;BUENO;31/12/2024;606145
64580;GRAVE;31/12/2024;155499
64581;SATISFACTORIO;31/12/2024;443155
64582;BUENO;31/12/2024;91015226
64583;BUENO;31/12/2024;360487
64584;BUENO;31/12/2024;360427
64585;BUENO;31/12/2024;526150
64586;BUENO;31/12/2024;164490
64587;SATISFACTORIO;31/12/2024;174465
64588;SATISFACTORIO;31/12/2024;160361
64589;GRAVE;31/12/2024;174634
64590;SATISFACTORIO;31/12/2024;171884
